Id,JobName,StartedOn,LastModifiedOn,CompletedOn,JobRunState,AllocatedCapacity,ExecutionTime,Timeout,MaxCapacity,WorkerType,NumberOfWorkers,GlueVersion,ErrorMessage
jr_707959173dfaa33cb5755f5f280c72083911692d9b5c173cac437e0854108760,demo-pyspark-job,2020-10-03 16:34:11.660000-04:00,2020-10-03 16:34:50.621000-04:00,2020-10-03 16:34:50.621000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_499d56c67ad500ba05466d05d0ac81fc114a3657e44c418018019b0bdcc864bd,demo-pyspark-job,2020-10-03 16:34:11.652000-04:00,2020-10-03 16:34:49.076000-04:00,2020-10-03 16:34:49.076000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_f94c64bc3a1450429b74fffabcf7e771c2357c3ea615c2f243616375f70c577c,demo-pyspark-job,2020-10-03 16:34:11.279000-04:00,2020-10-03 16:34:50.816000-04:00,2020-10-03 16:34:50.816000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_e9d445d993c3cc4368972a980b092abb8350616ecb2c059a1d3badbff8fcefcb,demo-pyspark-job,2020-10-03 16:34:11.254000-04:00,2020-10-03 16:34:49.730000-04:00,2020-10-03 16:34:49.730000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_418974ae391d6edea9d0370bd487708dac8143e6a58b7f2f2ec6d72ef75f1ff9,demo-pyspark-job,2020-10-03 16:34:11.254000-04:00,2020-10-03 16:34:49.464000-04:00,2020-10-03 16:34:49.464000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_9fdc2d4a3d05c6f6384d1257fbec5e3e7debb77efce8fc670e947a656c9e2927,demo-pyspark-job,2020-10-03 16:34:11.246000-04:00,2020-10-03 16:34:49.482000-04:00,2020-10-03 16:34:49.482000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_b4e7292783d98e4a6f28126b11ddb9da07c7476b4b601921411e31646ca904a6,demo-pyspark-job,2020-10-03 16:34:11.233000-04:00,2020-10-03 16:34:49.616000-04:00,2020-10-03 16:34:49.616000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_fff1efe493ab7e1e79200ddde8cfb7aa9cf923d4f3dd57f663424548593e5642,demo-pyspark-job,2020-10-03 16:31:12.015000-04:00,2020-10-03 16:31:49.229000-04:00,2020-10-03 16:31:49.229000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_264fb03a5ac7f480d9116ce256d150c195b3c175f3910c0416d19ff6d32ddc02,demo-pyspark-job,2020-10-03 16:31:11.939000-04:00,2020-10-03 16:31:49.676000-04:00,2020-10-03 16:31:49.676000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_035c313487b9cf5da0875988cafd1b1f7b7bdb2141f5445b2567ac2f54a044d9,demo-pyspark-job,2020-10-03 16:31:11.901000-04:00,2020-10-03 16:31:49.673000-04:00,2020-10-03 16:31:49.673000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_243e6c8f97dd1ab432785bc0e15610dea9e054e497a1f73cecccfaba50ea68b6,demo-pyspark-job,2020-10-03 16:31:11.603000-04:00,2020-10-03 16:31:49.764000-04:00,2020-10-03 16:31:49.764000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_d6413523105c1b3b6b8bad4230dec73095388a31cff6f6ca342404736a0d06ea,demo-pyspark-job,2020-10-03 16:31:11.599000-04:00,2020-10-03 16:31:50.291000-04:00,2020-10-03 16:31:50.291000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_1957c12e88b03adb8b173e96e31b6e19633521b45780257f1cb1c62d92d17a3e,demo-pyspark-job,2020-10-03 16:31:11.579000-04:00,2020-10-03 16:31:50.219000-04:00,2020-10-03 16:31:50.219000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_0a6d78fcf546b4bc3ad2b0d73de75c476c2829c4716e79091e7781af32849713,demo-pyspark-job,2020-10-03 16:31:11.564000-04:00,2020-10-03 16:31:49.376000-04:00,2020-10-03 16:31:49.376000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_08103f4689eaafcc0feb603364570ded384136484f60f66eb0c2f5c031e7d167,demo-pyspark-job,2020-10-03 16:31:11.554000-04:00,2020-10-03 16:31:49.802000-04:00,2020-10-03 16:31:49.802000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_691ce21d3985fc4a976ca9860b69e609f232d5527e9207b8da7acfff84b74959,demo-pyspark-job,2020-10-03 16:28:12.319000-04:00,2020-10-03 16:28:50.127000-04:00,2020-10-03 16:28:50.127000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_aa3ad4acdf7cbe3b4773e96fc70fe694acd2c9c4a91356c4dbadbb746cec189e,demo-pyspark-job,2020-10-03 16:28:12.311000-04:00,2020-10-03 16:28:51.595000-04:00,2020-10-03 16:28:51.595000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_586a74ff653a85ba6efef1a94217bc42a4ea4ffba706804eba278e7d52eddcfb,demo-pyspark-job,2020-10-03 16:28:12.282000-04:00,2020-10-03 16:28:50.979000-04:00,2020-10-03 16:28:50.979000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_5d40c76f9dff012a0a8952966a5fb97553ae6ad59149f95a6773a1cd65e89d5f,demo-pyspark-job,2020-10-03 16:28:11.927000-04:00,2020-10-03 16:28:49.829000-04:00,2020-10-03 16:28:49.829000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_33b1bda512e7bba234757e3b2f5028c3268c33480f157a829fe83dc132fa601f,demo-pyspark-job,2020-10-03 16:28:11.901000-04:00,2020-10-03 16:28:49.438000-04:00,2020-10-03 16:28:49.438000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_48a89b7fb724fdb173c5cd6c23753567f46e69e35e8722327e7dab8c9dd6fb75,demo-pyspark-job,2020-10-03 16:28:11.871000-04:00,2020-10-03 16:28:49.437000-04:00,2020-10-03 16:28:49.437000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_d5ebf2202ca70d9e73950011ac73058fca798e6f046b2e9ecbf10c5f691e99cd,demo-pyspark-job,2020-10-03 16:28:11.866000-04:00,2020-10-03 16:28:49.955000-04:00,2020-10-03 16:28:49.955000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_b83b0e5dab8b673f17ecce5911c9bb62150b6430a3fe8902a4db3d8dde5da134,demo-pyspark-job,2020-10-03 16:28:11.857000-04:00,2020-10-03 16:28:49.436000-04:00,2020-10-03 16:28:49.436000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_e608d150752137698e99f8648740aa1dc191b3ca098df61a0a2b0493a0fc90da,demo-pyspark-job,2020-10-03 16:28:11.468000-04:00,2020-10-03 16:28:51.233000-04:00,2020-10-03 16:28:51.233000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_aab3c9176bec5e37dedc92cef1e2d294d2cb0c10f6479aba12cb005539a9ee25,demo-pyspark-job,2020-10-03 16:28:11.458000-04:00,2020-10-03 16:28:52.243000-04:00,2020-10-03 16:28:52.243000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_c215c44b9341f386a25ddea6c7728d25dad27849a8b41bfa305a271fa5091f52,demo-pyspark-job,2020-10-03 16:28:11.436000-04:00,2020-10-03 16:28:53.181000-04:00,2020-10-03 16:28:53.181000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_083690c8a0e0a7f56342a7a7c6af2f19852c76be45efd7bf49d7672311022bff,demo-pyspark-job,2020-10-03 16:28:11.435000-04:00,2020-10-03 16:28:49.942000-04:00,2020-10-03 16:28:49.942000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_f0357e52de270c8b11e8b293f4f53229ccd428c90cef0f30cd446a0be3fe3ea7,demo-pyspark-job,2020-10-03 16:28:11.430000-04:00,2020-10-03 16:28:49.134000-04:00,2020-10-03 16:28:49.134000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_774969780943e879779bfb9c4327e8f37a1295bf1a975628d1e2d8c2b8d3b541,demo-pyspark-job,2020-10-03 16:25:12.260000-04:00,2020-10-03 16:25:49.024000-04:00,2020-10-03 16:25:49.024000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_7c0e5b8e45031f010d18dbd366c804a938030af75e0133a0d950b1fa273281ce,demo-pyspark-job,2020-10-03 16:25:11.737000-04:00,2020-10-03 16:25:49.233000-04:00,2020-10-03 16:25:49.233000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_74e0ded12aa2001d257c19e660ed501311348219baa92fb5fea8a1180e2117fb,demo-pyspark-job,2020-10-03 16:25:11.708000-04:00,2020-10-03 16:25:48.884000-04:00,2020-10-03 16:25:48.884000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_bcffd599b87dc328d836939947887b967f3fdeeb8e303e6cb2d5a4fc2cfafe1b,demo-pyspark-job,2020-10-03 16:25:11.695000-04:00,2020-10-03 16:25:49.611000-04:00,2020-10-03 16:25:49.611000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_3c2880ba6f1af77260395d76f89aa9ffada4a3f0366714ff403f5adb06be5266,demo-pyspark-job,2020-10-03 16:25:11.691000-04:00,2020-10-03 16:25:49.596000-04:00,2020-10-03 16:25:49.596000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_7022817648521dc1826224e8a77ad2a54b0497e388c0f4c32443d06f63e68637,demo-pyspark-job,2020-10-03 16:25:11.684000-04:00,2020-10-03 16:25:49.157000-04:00,2020-10-03 16:25:49.157000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_1071f0c8f5c4a76d6ad3ec82bd7ff549f660a74595ed71f86665134dbc696d55,demo-pyspark-job,2020-10-03 16:25:11.313000-04:00,2020-10-03 16:25:49.001000-04:00,2020-10-03 16:25:49.001000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_d74641a48e517bdb21ee1793f0e0267394001c6111b94eea325fcef0f31faa89,demo-pyspark-job,2020-10-03 16:25:11.310000-04:00,2020-10-03 16:25:49.211000-04:00,2020-10-03 16:25:49.211000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_4e91a8ae2aa9b30fd4df6efe0e9ad4435c6f52f16562611a993f7182d96c3e8a,demo-pyspark-job,2020-10-03 16:25:11.293000-04:00,2020-10-03 16:25:49.650000-04:00,2020-10-03 16:25:49.650000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_d9b2dbff3551ec1a78a58e88c9332fd85e6376bf8692ef065493015a8f5f0dbd,demo-pyspark-job,2020-10-03 16:25:11.285000-04:00,2020-10-03 16:25:49.707000-04:00,2020-10-03 16:25:49.707000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_5e2b6ef12bdb373a23360bdabf6ab6422d6a893cee769666c2836848f1e8b09f,demo-pyspark-job,2020-10-03 16:25:11.283000-04:00,2020-10-03 16:25:50.768000-04:00,2020-10-03 16:25:50.768000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_b4d06d1665189e477fe623e8f17ceaa44b91363dc68e2b7425b8decd9734bebc,demo-pyspark-job,2020-10-03 16:22:12.562000-04:00,2020-10-03 16:22:51.861000-04:00,2020-10-03 16:22:51.861000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_d164104e88c4d367aee7b2620484190453c8e29d8f794de1f12cfd47170b0474,demo-pyspark-job,2020-10-03 16:22:12.528000-04:00,2020-10-03 16:22:49.994000-04:00,2020-10-03 16:22:49.994000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_bb03f87374453bbe50c46334e794972062ef268988495da9f92a0888e55ff2f4,demo-pyspark-job,2020-10-03 16:22:12.475000-04:00,2020-10-03 16:22:49.702000-04:00,2020-10-03 16:22:49.702000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_6f020fbdec80dd45281eab35a8e901a7ed6c8ed5d3c082ff3a3a925337b85cc2,demo-pyspark-job,2020-10-03 16:22:12.457000-04:00,2020-10-03 16:22:50.145000-04:00,2020-10-03 16:22:50.145000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_66621af3dfbb1753fe9ffb8ee4d1df3caf52518b1e6f95f834d03e631993d5ff,demo-pyspark-job,2020-10-03 16:22:12.119000-04:00,2020-10-03 16:22:51.190000-04:00,2020-10-03 16:22:51.190000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_2b856e7739f8a968789f56b271d10a4de87893a72446a33c7c21637ccac926da,demo-pyspark-job,2020-10-03 16:22:12.109000-04:00,2020-10-03 16:22:52.144000-04:00,2020-10-03 16:22:52.144000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_4f19ca12580050f967d5e3a8fea43158a6a8a99db512ab87544233ac29022651,demo-pyspark-job,2020-10-03 16:22:12.096000-04:00,2020-10-03 16:22:48.899000-04:00,2020-10-03 16:22:48.899000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_e628b88513ae2766c9d9b9eb57e085b323c4977d634afe05e68faf41fbb8ebfc,demo-pyspark-job,2020-10-03 16:22:12.059000-04:00,2020-10-03 16:22:50.133000-04:00,2020-10-03 16:22:50.133000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_986080a6ec193455aac37131ec8b98f68f169d5a8d1179d831190619aafd960a,demo-pyspark-job,2020-10-03 16:22:12.052000-04:00,2020-10-03 16:22:49.142000-04:00,2020-10-03 16:22:49.142000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_d8a536adade1dacef747d715f8f3c1d9a8128c5dfcc42d5e11e5fec5c58cdae9,demo-pyspark-job,2020-10-03 16:22:11.363000-04:00,2020-10-03 16:22:51.628000-04:00,2020-10-03 16:22:51.628000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_fbcbe2010c86e6050b4cc83bd8f6efd0f2a4aac632f7d1d0733e7830ad9eb3ad,demo-pyspark-job,2020-10-03 16:22:11.355000-04:00,2020-10-03 16:22:50.009000-04:00,2020-10-03 16:22:50.009000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_3328e40966f64f4db155f3adf1785fc1bbc35cd26cf24519d02beef32b6ac278,demo-pyspark-job,2020-10-03 16:22:11.355000-04:00,2020-10-03 16:22:49.649000-04:00,2020-10-03 16:22:49.649000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_271d541e53dbdaff47c8cc715a1bd130f4cf04e0d9e1f758a82611d070e50cd6,demo-pyspark-job,2020-10-03 16:22:11.331000-04:00,2020-10-03 16:22:49.706000-04:00,2020-10-03 16:22:49.706000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_6fde0a916692e607c3586985d17a90852f6044e0ed1fbf7ba272645714be2041,demo-pyspark-job,2020-10-03 16:22:11.325000-04:00,2020-10-03 16:22:49.863000-04:00,2020-10-03 16:22:49.863000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_86ad8321ebe912f8b8f08c12aec4953f5df4748b69df123dfc5c5c29e9857267,demo-pyspark-job,2020-10-03 16:19:13.222000-04:00,2020-10-03 16:19:50.618000-04:00,2020-10-03 16:19:50.618000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_070646253a59b16db20a65bc7644cfefd99e6b9d8524e53bfea8f59e80cf01c6,demo-pyspark-job,2020-10-03 16:19:13.198000-04:00,2020-10-03 16:19:50.523000-04:00,2020-10-03 16:19:50.523000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_4af25ecbb29dd046ab223ea288ccb6f8cfb41434bccd49fd3874b4c6329d93f5,demo-pyspark-job,2020-10-03 16:19:12.951000-04:00,2020-10-03 16:19:50.678000-04:00,2020-10-03 16:19:50.678000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_e63d8b2cfb2ce3e86218f3b33c12ceacb20ea0360fdb5b9ffa97781237a2dfb3,demo-pyspark-job,2020-10-03 16:19:12.917000-04:00,2020-10-03 16:19:50.295000-04:00,2020-10-03 16:19:50.295000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_0f61c135db7a20d3224d142fe50efbbf6fe3b5d9531e79c3e87488fdde0fba34,demo-pyspark-job,2020-10-03 16:19:12.852000-04:00,2020-10-03 16:19:51.235000-04:00,2020-10-03 16:19:51.235000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_2a4ee19476d055b5a3814d00a58e822860b1ce62459ad663a986f180d7dc1c08,demo-pyspark-job,2020-10-03 16:19:12.767000-04:00,2020-10-03 16:19:50.703000-04:00,2020-10-03 16:19:50.703000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_145d4062d5d44f909739335ddb491670329f6fa488b0437223fcefcbd4dadc0d,demo-pyspark-job,2020-10-03 16:19:12.656000-04:00,2020-10-03 16:19:50.458000-04:00,2020-10-03 16:19:50.458000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_cf4e6ff2fe6bf2cc4a3d3d81f5b0719abb90581af12d2e6a36de11f0a539eb78,demo-pyspark-job,2020-10-03 16:19:12.437000-04:00,2020-10-03 16:19:50.969000-04:00,2020-10-03 16:19:50.969000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_989e5c8481298aa0eed1203f0b06fe9b063f0df99e6b796d0615c3cadbf552af,demo-pyspark-job,2020-10-03 16:19:12.433000-04:00,2020-10-03 16:19:50.928000-04:00,2020-10-03 16:19:50.928000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_88721187eda606117744f1400f7a5bf0f0ae963fb2223ff67f05d44646a6cf81,demo-pyspark-job,2020-10-03 16:19:12.432000-04:00,2020-10-03 16:19:52.166000-04:00,2020-10-03 16:19:52.166000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_12868f74746333d3712d5e09d187fd6de5a74b258965a5b4d53cc8c461bb8263,demo-pyspark-job,2020-10-03 16:19:12.364000-04:00,2020-10-03 16:19:51.608000-04:00,2020-10-03 16:19:51.608000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_34661da8a9d97a18016ee80427ae9c7abd23f04e2631416e7576fe50b0c7de89,demo-pyspark-job,2020-10-03 16:19:12.294000-04:00,2020-10-03 16:19:50.487000-04:00,2020-10-03 16:19:50.487000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_99e9c88279b5bded3dcaa022463819e9565ca4e6ab372b727d680fce44ed458a,demo-pyspark-job,2020-10-03 16:16:12.298000-04:00,2020-10-03 16:16:50.967000-04:00,2020-10-03 16:16:50.967000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_fd3489c0464dac377bd7fa877a98ae7fbc1e79061e4850814b4636bfe3cd0777,demo-pyspark-job,2020-10-03 16:16:12.270000-04:00,2020-10-03 16:16:49.853000-04:00,2020-10-03 16:16:49.853000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_ce48a53ce3652576314a407949076d93852b7133310f6b4276a391f7978e60b7,demo-pyspark-job,2020-10-03 16:16:12.255000-04:00,2020-10-03 16:16:49.528000-04:00,2020-10-03 16:16:49.528000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_eab22f3a314521b229fc2d0deb4c4a9af9552848b7d2605339e01d47420ea2c1,demo-pyspark-job,2020-10-03 16:16:12.243000-04:00,2020-10-03 16:16:49.316000-04:00,2020-10-03 16:16:49.316000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_6b6e074023d23c6d4f38dfc910f4f8c9336bd1aabd04b0a45759887e2484d113,demo-pyspark-job,2020-10-03 16:16:11.940000-04:00,2020-10-03 16:16:49.566000-04:00,2020-10-03 16:16:49.566000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_f8316591b0c73e04b6505d6dac2f0188202e4205f66d4240e81ed52e6a0f86e4,demo-pyspark-job,2020-10-03 16:16:11.924000-04:00,2020-10-03 16:16:50.882000-04:00,2020-10-03 16:16:50.882000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_6e63979ee7338307f0eca429acd5cf58e3eec0cd92c6324a1382c6fdc4c4babd,demo-pyspark-job,2020-10-03 16:16:11.914000-04:00,2020-10-03 16:16:49.522000-04:00,2020-10-03 16:16:49.522000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_ecff1206c6ae692c01a8fd4030b2d0a2a3de949ff36f750a8bfeae03fd9f31ce,demo-pyspark-job,2020-10-03 16:16:11.894000-04:00,2020-10-03 16:16:49.416000-04:00,2020-10-03 16:16:49.416000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_d81911422a07eafaea88503e1d3f884dc912778db3e9babb14fc6ab4200a909b,demo-pyspark-job,2020-10-03 16:16:11.831000-04:00,2020-10-03 16:16:49.263000-04:00,2020-10-03 16:16:49.263000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_5384bbfca898445774604876169a9314b50ced8bbd9ac73ad4f80d2d84db7b23,demo-pyspark-job,2020-10-03 16:16:11.473000-04:00,2020-10-03 16:16:50.964000-04:00,2020-10-03 16:16:50.964000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_42576ad4f77f1fe1a89d4bc60b7b829e9f95140a7423cb760a8738c36be8eb90,demo-pyspark-job,2020-10-03 16:16:11.468000-04:00,2020-10-03 16:16:49.856000-04:00,2020-10-03 16:16:49.856000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_ef2b1db984a58137c2dae2024a094737c3a3686b8f4c0519ac76ab843dfefc36,demo-pyspark-job,2020-10-03 16:16:11.464000-04:00,2020-10-03 16:16:49.908000-04:00,2020-10-03 16:16:49.908000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_4f9fc1890444d9edf733e4995fa1f5ca43593c2ecf09b1126d2cad6bbcb8bca7,demo-pyspark-job,2020-10-03 16:16:11.462000-04:00,2020-10-03 16:16:49.839000-04:00,2020-10-03 16:16:49.839000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_36a568e917fcc32b4764b813247e810cca030de1bae0420eec3ea0f6fb59f8b9,demo-pyspark-job,2020-10-03 16:16:11.461000-04:00,2020-10-03 16:16:52.020000-04:00,2020-10-03 16:16:52.020000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_3a716458a0df22d4210152b0dbc220efa782e387afd3fc1e694c31f2290fb5e2,demo-pyspark-job,2020-10-03 16:13:13.812000-04:00,2020-10-03 16:13:51.562000-04:00,2020-10-03 16:13:51.562000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_806375a7c6176cdd1c0cdbc7de285f8892682fc76aec144b4cb5fb049ff681ac,demo-pyspark-job,2020-10-03 16:13:13.771000-04:00,2020-10-03 16:13:52.080000-04:00,2020-10-03 16:13:52.080000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_3998d28ba595424ea59f4b4f829ca802cb2fe4c5014c5bbd07b10775534f3646,demo-pyspark-job,2020-10-03 16:13:13.743000-04:00,2020-10-03 16:13:52.050000-04:00,2020-10-03 16:13:52.050000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_ba64dd9d12900f75236ed4e4ab64edd81de0a27c5c61906743e7ecd6aa745244,demo-pyspark-job,2020-10-03 16:13:13.396000-04:00,2020-10-03 16:13:52.689000-04:00,2020-10-03 16:13:52.689000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_e33a06165ee82f536a90b85e6af65282b2bd8060b80dc2a33863717d583e413f,demo-pyspark-job,2020-10-03 16:13:13.385000-04:00,2020-10-03 16:13:51.053000-04:00,2020-10-03 16:13:51.053000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_5a484c62dc878502e9f55c49f70ba0589f3e6bbdeeb57aa37fcce2cac105f744,demo-pyspark-job,2020-10-03 16:13:13.384000-04:00,2020-10-03 16:13:51.138000-04:00,2020-10-03 16:13:51.138000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_b0b6fa9adf279238772fec4953c42a264eaaa1172b52d18f885a76843d7257aa,demo-pyspark-job,2020-10-03 16:13:13.381000-04:00,2020-10-03 16:13:51.220000-04:00,2020-10-03 16:13:51.220000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_eaf2100a90d93cfbed835bb1cf9c93745eb15f4fca9d962fe0eb278505cc79be,demo-pyspark-job,2020-10-03 16:13:13.379000-04:00,2020-10-03 16:13:52.750000-04:00,2020-10-03 16:13:52.750000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_4c2d59aa0456e957b9f124abc9b299a8240a730d8b0d29aa5f67ea10ea4bc5d2,demo-pyspark-job,2020-10-03 16:13:12.497000-04:00,2020-10-03 16:13:53.646000-04:00,2020-10-03 16:13:53.646000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_6492aff12f63ee5de643b8e33ee501b2975219bb81169b1d0ed1f4e825df1a5c,demo-pyspark-job,2020-10-03 16:13:12.496000-04:00,2020-10-03 16:13:51.102000-04:00,2020-10-03 16:13:51.102000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_8cf701ca6d5bbf1367c9f4b351c9227f90990d1c30b7d2422729457a9df61d9a,demo-pyspark-job,2020-10-03 16:13:12.492000-04:00,2020-10-03 16:13:53.335000-04:00,2020-10-03 16:13:53.335000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_6e3ebb196ef646318727edb97effd20df45ee9f797e04a34c3e4a608602ddd4b,demo-pyspark-job,2020-10-03 16:13:12.480000-04:00,2020-10-03 16:13:53.053000-04:00,2020-10-03 16:13:53.053000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_d1360ff4754d8d96e285edb96729b81f5a1ab9f5b69c7237d015ffb1f6b6783b,demo-pyspark-job,2020-10-03 16:13:12.468000-04:00,2020-10-03 16:13:50.029000-04:00,2020-10-03 16:13:50.029000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_88e1cdc2aabb13c00d3284bf9fea8cabefdba257a7729f007644f1a5ea12d6ee,demo-pyspark-job,2020-10-03 16:06:16.894000-04:00,2020-10-03 16:06:54.382000-04:00,2020-10-03 16:06:54.382000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_cb8e2864ae1cfcc9a905e2fdb07feb6f02b558c8511c9e51faf733833bc9f410,demo-pyspark-job,2020-10-03 16:06:16.689000-04:00,2020-10-03 16:06:53.750000-04:00,2020-10-03 16:06:53.750000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_74e4d9fe56fa87e1d42451ba33f302553d68e5657727e727f49cfa8f7ad91274,demo-pyspark-job,2020-10-03 16:06:16.660000-04:00,2020-10-03 16:06:54.588000-04:00,2020-10-03 16:06:54.588000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
